"Pos","Ht","Wt","Forty","Vertical","BenchReps","BroadJump","Cone","Shuttle","Pick","BMI"
"DE",74,266,4.93,9.5,21,26,7.34,4.4,101,34.1486486486486
"OT",78,329,5.31,NA,12,NA,NA,NA,9,38.0156147271532
"FB",71,254,4.94,12.5,26,33,7.56,4.4,108,35.4219400912517
"WR",76,232,4.7,7.5,32,25,NA,NA,41,28.2368421052632
"CB",70,180,4.44,11.5,NA,24,7.07,4.2,189,25.8244897959184
"C",74,306,5.5,19,20,51,7.66,4.58,208,39.2837837837838
"C",76,309,5.24,NA,NA,NA,NA,NA,133,37.608552631579
"SS",74,218,4.55,9,27,27,7.21,4.27,109,27.9864864864865
"OT",78,305,5.04,12.5,25,34,7.72,4.56,243,35.2424391847469
"OG",76,307,5.2,16.5,18,34,7.56,4.58,134,37.3651315789474
"OLB",74,260,4.9,NA,NA,NA,NA,NA,58,33.3783783783784
"DT",76,336,5.28,NA,NA,NA,NA,NA,39,40.8947368421053
"CB",69,176,4.46,12.5,34,27,6.81,4.2,56,25.9878176853602
"RB",73,215,4.52,11,30,21,7.04,4.07,15,28.3627322199287
"CB",70,200,4.44,13,28,31,NA,4.33,121,28.6938775510204
"C",75,297,5.03,NA,NA,NA,NA,NA,71,37.1184
"QB",74,213,4.75,NA,NA,NA,NA,NA,75,27.3445945945946
"OT",77,314,5.16,16.5,28,41,8,4.7,91,37.2308989711587
"WR",77,237,4.49,12.5,36,28,6.89,4.45,40,28.1010288412886
"WR",71,182,4.53,9.5,NA,25,6.88,4.12,139,25.3810751834953
"DE",77,235,4.64,9.5,25,22,NA,NA,60,27.8638893573959
"OLB",75,262,4.81,9,29,30,7.24,4.38,97,32.7441777777778
"RB",73,222,4.52,NA,32,NA,NA,NA,10,29.2861700131357
"DE",77,246,4.72,10,27,26,7.28,4.28,209,29.1681565188059
"ILB",73,234,4.6,11,23,30,7.15,4.36,224,30.8692062300619
"DT",75,307,4.91,NA,22,NA,NA,NA,135,38.3681777777778
"WR",70,192,4.56,9.5,38,33,6.63,4.21,107,27.5461224489796
"OLB",75,247,4.6,11,NA,24,7.07,4.16,79,30.8695111111111
"OG",76,330,5.19,16.5,23,45,7.51,4.62,152,40.1644736842105
"OG",77,329,5.61,NA,NA,NA,NA,NA,226,39.0094451003542
"OT",79,321,5.46,17.5,33,51,8.28,4.87,57,36.1581477327351
"ILB",72,231,4.59,12.5,30,27,6.68,4,140,31.3258101851852
"ILB",73,244,4.83,14,26,36,7.35,4.27,207,32.1884030775005
"TE",77,254,4.81,NA,23,NA,NA,NA,92,30.1167144543768
"OLB",73,236,4.68,8,29,23,6.78,4.15,84,31.1330455995496
"RB",72,226,4.83,19,NA,36,7.17,4.4,235,30.647762345679
"FS",72,218,4.62,NA,32,NA,NA,NA,239,29.5628858024691
"OT",77,307,5.12,15,23,43,7.87,4.64,24,36.4009107775342
"QB",75,226,4.63,10,NA,27,6.93,3.98,147,28.2449777777778
"DE",77,252,4.57,NA,24,NA,NA,NA,88,29.8795749704841
"DE",75,275,4.88,15,33,36,7.39,4.58,227,34.3688888888889
"FB",72,247,5.02,14.5,19,37,7.24,4.33,231,33.4955632716049
"OG",76,330,5.52,21,NA,51,NA,NA,111,40.1644736842105
"TE",79,261,4.83,8.5,23,26,7.53,4.5,160,29.3996154462426
"SS",70,200,4.57,13,28,38,6.95,4.4,181,28.6938775510204
"DT",73,304,5.06,15,19,35,7.37,4.56,137,40.1035841621317
"CB",72,188,4.52,4.5,NA,17,6.79,3.89,16,25.4945987654321
"RB",69,207,4.54,12.5,NA,26,NA,NA,77,30.5652173913043
"RB",74,231,4.61,14.5,29,35,NA,4.2,95,29.6554054054054
"CB",73,199,4.43,1.5,NA,0,6.78,3.94,27,26.252017264027
"DE",75,279,4.76,13.5,17,27,7.44,4.55,35,34.8688
"ILB",72,232,4.61,8,30,23,NA,NA,45,31.4614197530864
"OLB",74,253,4.93,NA,NA,NA,NA,NA,44,32.4797297297297
"OG",77,310,5.48,NA,NA,NA,NA,NA,112,36.7566200033732
"TE",77,255,4.79,NA,NA,NA,NA,NA,229,30.2352841963232
"TE",77,246,4.75,NA,32,NA,NA,NA,85,29.1681565188059
"RB",72,208,4.42,11.5,NA,29,7.22,4.32,106,28.2067901234568
"WR",74,192,4.61,10,39,33,6.92,4.13,156,24.6486486486486
"WR",70,182,4.4,10.5,NA,26,6.89,4.07,69,26.1114285714286
"CB",71,201,4.44,8,32,17,6.83,4.07,83,28.0307478674866
"QB",78,229,5.14,15,NA,42,7.29,4.39,89,26.4607166337936
"QB",76,222,4.52,10,NA,26,6.87,4.11,2,27.0197368421053
"OG",76,307,4.98,15.5,19,39,7.33,4.47,61,37.3651315789474
"OLB",76,259,4.85,14,26,35,7.47,4.58,82,31.5230263157895
"WR",74,224,4.67,10.5,NA,30,6.93,4.13,123,28.7567567567568
"WR",72,210,4.41,8,33,25,6.96,4.08,245,28.4780092592593
"CB",69,195,4.51,10,32,17,6.8,3.82,145,28.7933207309389
"ILB",76,246,4.66,5.5,33,26,7.21,4.27,43,29.9407894736842
"OG",74,303,5.33,19,20,43,8.2,4.75,81,38.8986486486486
"WR",72,221,4.55,5.5,NA,26,6.97,4.21,94,29.9697145061728
"OG",77,305,5.14,15,13,35,7.6,4.5,49,36.1637712936414
"WR",72,215,4.54,13.5,NA,26,7.07,4.25,175,29.1560570987654
"RB",69,198,4.61,17,38,38,NA,4.4,230,29.2362948960302
"OG",77,326,5.44,18.5,NA,53,8.1,4.91,176,38.6537358745151
"CB",70,197,4.49,11.5,30,32,6.88,4.07,98,28.2634693877551
"WR",70,156,4.28,10,NA,20,7.02,4.15,159,22.3812244897959
"DT",74,307,5.02,12,23,33,7.67,4.69,217,39.4121621621622
"OLB",74,232,4.56,NA,25,NA,NA,NA,236,29.7837837837838
"TE",75,252,4.93,15.5,28,37,7.4,4.5,194,31.4944
"DE",75,267,4.62,7,24,20,7.36,4.19,74,33.3690666666667
"OT",77,306,4.98,NA,26,NA,NA,NA,21,36.2823410355878
"DE",75,250,4.8,14.5,NA,32,7.28,4.43,51,31.2444444444444
"WR",75,209,4.45,9.5,32,22,NA,NA,14,26.1203555555556
"DT",73,308,5.38,17,15,44,NA,NA,151,40.6312629011071
"OT",79,313,5.18,15,NA,42,8.01,4.62,13,35.2570100945361
"WR",74,212,NA,NA,NA,NA,NA,NA,26,27.2162162162162
"ILB",71,236,4.78,14,22,34,NA,NA,48,32.9117238643126
"CB",72,197,4.53,8.5,32,26,7.08,4.08,18,26.7150848765432
"QB",75,230,4.87,12,NA,26,6.91,4.13,103,28.7448888888889
"DT",77,329,5.17,16,21,42,7.88,4.68,52,39.0094451003542
"DT",73,298,5,15,23,40,8,NA,192,39.3120660536686
"OT",77,307,5.09,15,24,34,7.9,4.66,130,36.4009107775342
"OG",77,335,5.32,19.5,23,52,8.09,4.89,66,39.7208635520324
"TE",74,251,4.58,8,32,29,7.25,4.37,143,32.222972972973
"ILB",72,240,4.78,15,30,37,7.07,4.39,219,32.5462962962963
"FS",71,196,4.46,8,35,27,6.83,4.07,30,27.3334655822257
"DE",75,245,4.68,NA,28,NA,NA,NA,23,30.6195555555556
"SS",71,211,4.65,14,36,36,6.74,4.22,64,29.4253124380083
"OT",79,324,5.34,NA,21,NA,NA,NA,240,36.4960743470598
"OLB",75,245,4.61,9,29,26,7.49,4.38,232,30.6195555555556
"RB",68,217,4.7,14,28,34,NA,NA,205,32.9911332179931
"CB",71,195,4.57,9.5,35,25,7.1,4.28,62,27.1940091251736
"CB",73,205,4.45,7,30,22,6.7,3.97,47,27.0435353724901
"DE",76,269,4.75,13.5,24,28,7.25,4.47,163,32.7401315789474
"OLB",74,240,4.65,11.5,29,27,7.11,4.2,129,30.8108108108108
"OT",78,311,5.36,17,26,50,7.54,4.58,59,35.9357330703485
"SS",74,209,4.56,13.5,NA,24,7.04,NA,104,26.8310810810811
"OT",77,319,5.05,NA,26,NA,NA,NA,5,37.8237476808905
"CB",72,201,4.44,8.5,23,17,7.01,4.12,120,27.2575231481481
"DT",74,339,5.64,15.5,15,52,7.99,4.65,12,43.5202702702703
"OT",76,315,5.39,17,32,53,8.04,4.7,228,38.3388157894737
"CB",71,199,4.62,NA,35,NA,NA,NA,191,27.7518349533823
"DT",76,321,5.12,16.5,14,42,7.92,4.76,223,39.0690789473684
"WR",74,226,4.52,NA,NA,NA,NA,NA,132,29.0135135135135
"CB",70,187,4.37,10,31,23,6.96,4.26,65,26.8287755102041
"FS",70,200,4.61,NA,NA,NA,NA,NA,197,28.6938775510204
"WR",72,196,4.42,7,39,25,NA,4.15,37,26.579475308642
"OT",78,338,5.27,14,23,38,7.95,4.79,34,39.0555555555556
"DE",77,271,4.74,12,25,26,7.07,4.28,38,32.132400067465
"CB",72,195,4.6,9.5,34,23,6.97,3.96,170,26.4438657407407
"DE",76,274,4.83,17,26,34,7.42,4.66,122,33.3486842105263
"ILB",72,236,4.81,11,24,27,7.66,NA,141,32.0038580246914
"WR",74,217,4.44,4,NA,24,NA,NA,70,27.8581081081081
"CB",72,189,4.5,13,NA,29,NA,NA,167,25.6302083333333
"SS",73,221,4.53,NA,NA,23,NA,NA,46,29.1542503283918
"TE",76,250,4.83,NA,29,NA,NA,NA,198,30.4276315789474
"OLB",72,228,4.64,12.5,NA,30,6.99,4.08,25,30.9189814814815
"OT",77,324,5.35,17,20,50,NA,4.92,185,38.4165963906224
"OG",75,323,5.33,14.5,24,44,8.17,4.87,28,40.3678222222222
"OLB",74,246,4.57,3.5,23,15,NA,NA,148,31.5810810810811
"OLB",77,251,4.83,9.5,NA,26,7.59,4.37,179,29.7610052285377
"TE",76,251,4.79,11,29,27,7.32,4.57,68,30.5493421052632
"WR",78,238,4.46,9,37,22,7.07,4.25,204,27.5006574621959
"DT",77,319,5.25,19,24,44,7.91,4.78,199,37.8237476808905
"CB",72,186,4.31,8,30,25,7.06,4.39,11,25.2233796296296
"WR",75,215,4.35,9.5,26,24,6.92,4.14,7,26.8702222222222
"OT",77,327,5.34,20,22,50,NA,5.15,102,38.7723056164615
"RB",73,230,4.48,12.5,33,30,7.16,4.46,155,30.3415274910865
"DT",77,302,4.97,16.5,NA,41,7.59,4.53,6,35.8080620678023
"TE",76,249,4.78,11.5,32,30,7.3,4.37,55,30.3059210526316
"CB",72,194,4.57,6,37,15,7.08,4.28,78,26.3082561728395
"ILB",72,245,4.77,9,27,28,7.21,4.2,127,33.2243441358025
"ILB",74,237,4.77,11,26,36,NA,4.51,118,30.4256756756757
"QB",76,231,4.97,17.5,NA,44,7.16,4.36,1,28.1151315789474
"DT",75,300,5.07,19.5,15,47,7.73,4.56,113,37.4933333333333
"RB",73,226,4.61,10,27,30,7.19,4.22,36,29.8138487521111
"TE",77,247,4.64,13.5,NA,30,7.05,4.31,184,29.2867262607522
"CB",70,190,4.43,NA,38,NA,NA,NA,54,27.2591836734694
"OT",77,326,5.57,22,24,52,8.04,4.9,234,38.6537358745151
"QB",73,217,4.84,18,NA,37,7.06,4.33,201,28.6265715894164
"CB",73,199,4.4,NA,36,NA,NA,NA,10,26.252017264027
"WR",69,182,4.72,13,NA,24,NA,NA,229,26.873766015543
"OT",77,321,5.28,20.5,29,44,7.96,4.71,121,38.0608871647833
"FS",71,199,4.52,NA,33,NA,NA,NA,61,27.7518349533823
"OT",77,311,4.98,18,NA,43,8.15,5.11,148,36.8751897453196
"DT",73,311,5.05,18.5,18,34,8.05,4.82,122,41.0270219553387
"DE",74,284,5.15,16,17,34,7.95,4.53,142,36.4594594594595
"C",74,298,5.36,18.5,20,48,7.52,4.53,248,38.2567567567568
"C",74,302,5.33,17.5,25,51,7.52,4.69,128,38.7702702702703
"OLB",73,235,4.7,8.5,28,26,7.07,4.36,183,31.0011259148058
"RB",71,219,4.56,NA,27,NA,NA,NA,136,30.5409640944257
"DE",77,269,4.86,14,25,27,6.89,4.21,3,31.8952605835723
"WR",73,197,4.58,12,38,28,6.9,4.35,55,25.9881778945393
"QB",76,231,4.94,15,NA,34,7.17,4.53,91,28.1151315789474
"OLB",72,245,4.89,17.5,30,37,6.99,4.11,160,33.2243441358025
"CB",71,192,4.33,11,30,32,7.03,4.19,189,26.7756397540171
"DE",79,291,5.05,14,NA,31,7.51,4.47,7,32.7788815894889
"DE",75,285,4.93,14,26,31,7.31,4.56,72,35.6186666666667
"WR",72,206,4.56,15.5,29,32,7.22,4.31,213,27.9355709876543
"CB",72,193,4.46,14.5,NA,NA,NA,NA,25,26.1726466049383
"CB",72,212,4.53,9.5,30,25,7.1,4.4,118,28.7492283950617
"FS",72,199,4.64,10,32,24,NA,NA,124,26.9863040123457
"DT",76,323,5.33,16.5,23,43,7.82,4.76,30,39.3125
"DE",76,251,4.82,11,26,32,6.97,4.25,75,30.5493421052632
"OLB",76,232,4.58,12,33,31,NA,NA,115,28.2368421052632
"CB",73,193,4.49,8,33,23,7.03,4.09,209,25.4604991555639
"WR",72,211,4.5,10.5,35,27,NA,NA,86,28.6136188271605
"OT",77,316,5.16,NA,31,NA,NA,NA,82,37.4680384550514
"DT",75,314,5.06,17.5,20,45,NA,4.62,27,39.2430222222222
"OT",77,307,5.18,NA,27,NA,NA,NA,76,36.4009107775342
"WR",71,194,4.42,5.5,32,18,NA,NA,15,27.0545526681214
"DT",74,311,5.03,16.5,24,38,7.53,4.52,67,39.9256756756757
"RB",70,217,4.59,17.5,31,34,NA,NA,171,31.1328571428571
"OT",78,308,5,16,24,44,7.63,4.57,8,35.5890861275477
"QB",76,217,4.79,13,NA,34,7.21,4.28,100,26.4111842105263
"WR",71,203,4.52,15,34,32,NA,NA,117,28.309660781591
"OT",76,303,5.17,21,30,45,7.85,4.89,174,36.8782894736842
"WR",75,205,4.47,14.5,35,28,NA,NA,199,25.6204444444444
"DE",75,243,4.69,13,28,39,NA,NA,42,30.3696
"OLB",73,226,4.58,19,33,33,NA,NA,53,29.8138487521111
"OT",76,304,5.18,15,21,38,7.64,4.77,151,37
"ILB",71,243,4.86,14,33,35,7.33,4.54,232,33.8879190636778
"CB",73,201,4.46,8.5,28,21,6.64,3.97,58,26.5158566335147
"WR",73,188,4.42,7.5,38,23,6.6,4.22,163,24.8009007318446
"DT",73,293,5.07,16,28,45,7.44,4.5,103,38.6524676299493
"OT",79,310,5.23,17,29,46,7.7,4.76,16,34.9190834802115
"SS",72,210,4.53,NA,38,26,NA,NA,159,28.4780092592593
"RB",70,215,4.56,8.5,31,26,6.97,4.28,134,30.8459183673469
"WR",74,202,4.5,5,35,16,6.84,4.08,22,25.9324324324324
"DE",77,277,4.86,NA,NA,NA,NA,NA,33,32.8438185191432
"QB",75,213,5.22,19,NA,44,7.49,4.52,223,26.6202666666667
"RB",73,210,4.45,11.5,39,24,7.04,4.21,73,27.7031337962094
"OT",78,315,5.27,19,19,47,7.88,4.66,168,36.3979289940828
"QB",76,234,4.56,14,NA,25,7.19,4.25,207,28.4802631578947
"TE",74,231,4.72,12.5,37,29,6.97,4.24,231,29.6554054054054
"OT",78,310,5.26,18.5,NA,50,NA,NA,105,35.8201840894149
"RB",72,225,4.47,13.5,NA,29,NA,NA,4,30.5121527777778
"RB",70,192,4.41,7,32,17,NA,NA,119,27.5461224489796
"OLB",77,245,4.72,11.5,34,26,NA,NA,88,29.0495867768595
"OLB",76,230,4.5,6,NA,17,7.2,4.42,220,27.9934210526316
"OLB",78,244,4.6,6.5,NA,20,NA,NA,9,28.1939513477975
"ILB",75,249,4.91,15.5,38,29,NA,NA,190,31.1194666666667
"FS",72,217,4.53,NA,31,NA,NA,NA,212,29.4272762345679
"CB",71,187,4.48,NA,34,NA,NA,NA,84,26.0783574687562
"WR",72,186,4.32,12.5,39,21,6.93,4.27,21,25.2233796296296
"OG",76,312,5.32,17,19,48,7.62,4.64,28,37.9736842105263
"C",78,307,5.13,21,26,41,7.63,4.63,95,35.4735371466141
"QB",76,215,4.82,19,NA,37,7.17,4.47,1,26.1677631578947
"OLB",73,242,4.69,11.5,19,29,7.05,4.51,109,31.9245637080128
"DT",76,287,4.88,NA,NA,NA,NA,NA,63,34.9309210526316
"FS",74,209,4.34,10.5,36,18,NA,NA,57,26.8310810810811
"QB",76,223,4.78,15,NA,33,7.04,4.33,51,27.1414473684211
"OT",78,305,5.23,22.5,26,47,8.19,4.89,123,35.2424391847469
"TE",77,250,4.79,NA,36,NA,NA,NA,35,29.6424354865913
"DT",75,303,5,15.5,21,37,7.57,4.53,132,37.8682666666667
"RB",75,247,4.54,9,27,17,7.2,4.38,45,30.8695111111111
"TE",78,249,4.77,NA,NA,NA,NA,NA,110,28.7716962524655
"WR",73,196,4.64,14,36,31,NA,NA,172,25.8562582097955
"QB",75,218,4.78,13.5,NA,34,6.9,4.31,162,27.2451555555556
"TE",76,254,4.72,13,30,30,7,4.32,81,30.9144736842105
"CB",72,201,4.58,13,38,25,7.18,4.15,38,27.2575231481481
"RB",72,230,4.57,12,33,25,NA,NA,150,31.190200617284
"OT",78,324,5.27,13.5,25,38,NA,4.75,31,37.4378698224852
"ILB",72,239,4.9,15,27,34,NA,4.47,250,32.4106867283951
"CB",72,189,4.37,NA,39,31,NA,NA,24,25.6302083333333
"CB",70,204,4.5,7,34,17,NA,3.98,11,29.2677551020408
"DT",75,299,5.03,18,17,39,7.78,4.71,152,37.3683555555556
"OLB",73,245,4.56,NA,30,NA,NA,NA,36,32.3203227622443
"FB",73,238,4.81,12,19,28,7.28,4.32,176,31.3968849690373
"DT",76,291,4.95,17,25,NA,7.95,4.37,147,35.4177631578947
"OLB",75,259,4.8,9.5,33,26,NA,NA,83,32.3692444444444
"DT",76,314,5.32,20,24,51,7.84,4.75,43,38.2171052631579
"QB",77,253,4.81,10,NA,NA,NA,NA,139,29.9981447124304
"DT",78,310,5.03,21.5,23,41,7.44,4.62,37,35.8201840894149
"CB",70,197,4.49,13,39,31,6.71,4.21,60,28.2634693877551
"OLB",73,222,4.59,13,NA,27,NA,NA,52,29.2861700131357
"SS",70,205,4.57,NA,NA,NA,NA,NA,14,29.4112244897959
"DE",78,285,4.87,16,24,36,7.03,4.25,70,32.931459566075
"SS",76,216,4.62,14.5,33,23,7.06,NA,244,26.2894736842105
"C",76,311,5.03,16,23,44,7.58,4.59,18,37.8519736842105
"QB",73,220,4.89,16.5,NA,43,7.32,4,93,29.022330643648
"FS",70,207,4.5,8.5,NA,24,7.05,4.29,129,29.6981632653061
"ILB",74,243,4.73,14,30,27,7.16,4.22,113,31.1959459459459
"RB",72,209,4.46,4.5,26,12,7.22,4.26,237,28.342399691358
"WR",74,203,4.64,15,NA,36,7.13,4.2,243,26.0608108108108
"DE",75,269,4.7,13,NA,27,7.16,4.21,19,33.6190222222222
"OLB",73,232,4.47,10.5,32,14,7.12,4.2,20,30.6053668605742
"OT",78,312,5.22,16.5,22,47,7.94,4.72,130,36.0512820512821
"WR",72,197,4.39,10.5,34,18,NA,NA,192,26.7150848765432
"WR",74,215,4.43,8,31,15,NA,NA,114,27.6013513513514
"DE",78,296,4.87,13.5,19,33,7.26,4.38,137,34.2024983563445
"SS",72,201,4.54,NA,NA,NA,NA,NA,204,27.2575231481481
"QB",79,244,4.86,10,NA,29,7.14,4.26,26,27.4846979650697
"RB",71,219,4.31,15.5,24,NA,NA,NA,242,30.5409640944257
"C",76,299,5.22,18,21,50,7.57,4.72,50,36.3914473684211
"ILB",74,237,4.71,17.5,27,34,6.98,4.2,131,30.4256756756757
"OLB",72,238,4.81,15,27,35,7.19,4.5,246,32.2750771604938
"DE",78,239,4.8,11.5,NA,19,7.01,4,240,27.6162064431295
"OG",76,306,5.11,13,16,38,7.5,4.65,144,37.2434210526316
"WR",73,201,4.5,11,32,24,6.65,4.07,85,26.5158566335147
"SS",72,191,4.61,9,33,24,6.86,4,233,25.9014274691358
"WR",72,198,4.45,10,34,18,6.94,4.34,112,26.8506944444444
"WR",73,206,4.53,9,39,17,6.76,4.2,107,27.175455057234
"TE",76,262,NA,NA,NA,NA,NA,NA,188,31.8881578947368
"ILB",73,232,4.76,NA,NA,NA,NA,NA,125,30.6053668605742
"OT",78,305,5.19,NA,26,NA,NA,NA,200,35.2424391847469
"CB",71,199,4.49,6.5,34,23,7.08,4.05,106,27.7518349533823
"DE",79,277,4.84,17.5,28,33,7.27,4.37,65,31.2018907226406
"SS",72,211,4.62,8,32,15,7.09,4.38,17,28.6136188271605
"DE",74,252,4.75,11.5,23,29,7.35,4.5,69,32.3513513513513
"DE",75,235,4.74,5,35,31,7.04,4.38,203,29.3697777777778
"DT",75,294,4.87,11,21,31,NA,NA,29,36.7434666666667
"OT",76,314,5.17,NA,26,NA,NA,NA,97,38.2171052631579
"DE",76,273,4.63,10.5,29,26,7.26,4.5,32,33.2269736842105
"WR",73,207,4.47,11.5,NA,26,7.08,4.33,154,27.3073747419779
"WR",74,209,4.45,10.5,37,25,6.96,4.46,241,26.8310810810811
"RB",70,208,4.54,14,30,23,NA,NA,149,29.8416326530612
"ILB",76,254,4.68,12.5,29,23,NA,NA,102,30.9144736842105
"QB",74,226,4.79,13.5,NA,31,7.11,4.32,135,29.0135135135135
"RB",72,220,4.48,10.5,NA,26,NA,NA,90,29.8341049382716
"ILB",73,247,4.72,14.5,NA,31,NA,4.28,41,32.584162131732
"CB",73,209,4.41,4.5,35,12,6.94,4.18,5,27.5712141114656
"DT",73,299,5.03,11.5,21,29,7.44,4.59,12,39.4439857384125
"DT",75,327,5.33,16.5,19,48,7.9,4.71,166,40.8677333333333
"CB",71,182,4.45,NA,NA,NA,NA,NA,68,25.3810751834953
"DT",75,307,5.21,15,NA,43,7.77,4.75,49,38.3681777777778
"DT",75,303,5.02,14,25,34,8.28,4.82,116,37.8682666666667
"WR",73,203,4.59,11.5,NA,24,6.77,4.19,126,26.7796960030024
"DT",76,307,5.2,20,27,41,7.8,4.74,46,37.3651315789474
"CB",71,192,4.49,NA,32,NA,NA,NA,74,26.7756397540171
"CB",71,185,4.5,10.5,30,31,NA,NA,141,25.7994445546519
"OLB",73,244,4.76,12.5,27,36,7.11,4.3,99,32.1884030775005
"OG",76,303,5.19,20,NA,42,7.4,4.52,79,36.8782894736842
"CB",71,186,4.39,11,37,23,NA,4.18,218,25.938901011704
"WR",74,194,4.55,12.5,38,33,NA,NA,140,24.9054054054054
"OT",77,324,5.22,15.5,27,35,NA,NA,158,38.4165963906224
"WR",70,194,4.48,5,29,24,7,4.35,40,27.8330612244898
"FS",74,202,4.61,6,33,21,6.58,3.85,98,25.9324324324324
"RB",70,208,4.47,12.5,35,27,6.83,4.28,153,29.8416326530612
"OLB",74,223,4.67,NA,NA,NA,NA,NA,34,28.6283783783784
"DE",74,251,4.8,11,24,26,7.21,4.35,39,32.222972972973
"OT",78,301,4.94,14.5,18,32,7.7,4.44,48,34.7802432610125
"OT",78,312,5.2,17.5,NA,NA,8.03,4.9,6,36.0512820512821
"QB",78,234,5.02,17,NA,42,NA,NA,187,27.0384615384615
"DE",75,271,4.59,12,26,28,NA,NA,101,33.8689777777778
"RB",70,207,4.6,14,34,34,NA,NA,211,29.6981632653061
"OT",78,313,5.22,18,NA,44,7.9,4.78,145,36.1668310322156
"WR",75,212,4.57,11,31,21,6.8,4.13,47,26.4952888888889
"FS",74,208,4.69,13.5,37,29,7.26,4.33,71,26.7027027027027
"OT",77,304,4.95,17.5,21,37,7.47,4.54,78,36.0452015516951
"WR",74,221,4.52,13,37,30,NA,NA,23,28.3716216216216
"OG",76,314,5.45,22.5,27,57,7.94,5.02,193,38.2171052631579
"C",77,298,5.12,NA,27,NA,NA,NA,66,35.3337831000169
"OT",77,310,5.23,NA,NA,NA,NA,NA,13,36.7566200033732
"OT",78,320,5.26,17,26,34,8.26,5,164,36.9756738987508
"DT",76,329,5.19,17,32,37,8.03,4.59,96,40.0427631578947
"TE",78,257,4.76,15.5,32,36,7.05,4.2,94,29.6960880999343
"ILB",74,239,4.72,14.5,NA,32,6.73,4,87,30.6824324324324
"FB",73,239,4.6,7.5,19,24,7.12,4.12,197,31.5288046537812
"DT",77,297,5.11,21,29,36,7.38,4.63,44,35.2152133580705
"RB",68,204,4.49,11.5,25,31,7.03,4.2,143,31.0147058823529
"DT",75,301,5.17,19,28,48,8.06,4.79,80,37.6183111111111
"OLB",76,267,4.61,15,26,30,NA,NA,227,32.4967105263158
"QB",77,237,4.77,15.5,NA,29,6.86,4.15,2,28.1010288412886
"OG",75,298,5.12,NA,15,49,7.69,4.71,161,37.2433777777778
"CB",71,193,4.49,13,32,15,7.18,4.33,178,26.9150962110692
"OT",76,301,5.02,20.5,33,37,7.32,4.58,56,36.6348684210526
"RB",71,220,4.56,NA,33,NA,NA,NA,156,30.6804205514779
"CB",71,197,4.37,15.5,31,29,6.85,4.19,92,27.4729220392779
"CB",73,204,4.64,10.5,35,24,6.98,4.15,77,26.9116156877463
"CB",69,183,4.46,11.5,40,29,6.8,3.93,104,27.0214240705734
"DT",76,277,4.81,15.5,21,38,7.63,4.39,202,33.7138157894737
"WR",73,189,4.44,16.5,41,22,6.98,4.28,170,24.9328204165885
"DT",76,304,4.87,17,27,39,7.62,4.89,93,37
"SS",72,214,4.56,14.5,31,27,6.96,4.13,6,29.0204475308642
"DT",75,286,5,16,28,39,7.49,4.5,17,35.7436444444444
"CB",75,215,4.48,11.5,34,30,6.64,4.34,173,26.8702222222222
"OLB",74,253,4.78,NA,NA,NA,NA,NA,49,32.4797297297297
"OLB",75,241,4.63,15.5,33,31,6.88,4.25,76,30.1196444444444
"OG",75,323,5.34,20.5,14,45,7.83,4.93,164,40.3678222222222
"CB",72,202,4.43,11.5,33,15,6.81,4.14,60,27.3931327160494
"FS",70,195,4.45,13.5,34,32,6.76,4.08,36,27.9765306122449
"OG",80,353,5.58,22.5,27,55,8.31,5.21,137,38.77484375
"DE",75,259,4.88,15,NA,30,6.96,4.44,14,32.3692444444444
"DE",76,269,4.7,14.5,34,28,7.27,4.35,80,32.7401315789474
"QB",74,219,NA,15,NA,34,NA,NA,104,28.1148648648649
"ILB",74,243,NA,NA,29,NA,NA,NA,107,31.1959459459459
"OLB",75,246,4.67,12.5,28,29,6.92,4.3,108,30.7445333333333
"OT",78,304,5.23,16.5,26,51,8.02,4.94,200,35.1268902038133
"OT",77,297,4.95,18,NA,32,7.29,4.55,20,35.2152133580705
"OLB",75,247,4.65,8.5,28,20,6.75,NA,47,30.8695111111111
"DT",75,307,5.14,19,28,42,7.66,4.62,185,38.3681777777778
"WR",74,222,NA,NA,30,NA,7.07,4.33,239,28.5
"ILB",72,231,4.7,14.5,32,27,NA,NA,155,31.3258101851852
"ILB",71,238,4.65,9,NA,23,6.92,4.18,148,33.190636778417
"TE",77,246,NA,NA,NA,NA,NA,NA,145,29.1681565188059
"DE",75,242,4.74,16.5,24,27,7.2,4.44,227,30.2446222222222
"RB",72,218,4.58,9,26,17,NA,NA,249,29.5628858024691
"DE",78,277,4.92,13,24,31,7.17,4.39,28,32.0070677186062
"WR",75,204,4.47,10.5,39,15,6.7,4.09,139,25.4954666666667
"CB",75,220,NA,NA,29,NA,NA,NA,197,27.4951111111111
"FS",72,208,4.54,12,33,25,6.85,4.07,186,28.2067901234568
"WR",73,195,4.45,12,39,25,NA,NA,219,25.7243385250516
"CB",72,195,4.44,9,38,18,6.68,4.18,24,26.4438657407407
"RB",73,233,4.65,17,29,34,NA,NA,105,30.7372865453181
"RB",70,210,4.49,15.5,27,31,7.27,4.53,41,30.1285714285714
"OLB",75,234,4.67,11,34,22,7.03,4.29,57,29.2448
"WR",74,214,4.45,10,32,23,NA,NA,106,27.472972972973
"WR",75,219,4.44,5,30,11,6.82,4.28,209,27.3701333333333
"ILB",73,238,NA,NA,NA,NA,NA,NA,21,31.3968849690373
"WR",75,209,NA,NA,NA,NA,NA,NA,5,26.1203555555556
