"Pos","Ht","Wt","Forty","Vertical","BenchReps","BroadJump","Cone","Shuttle","Pick","BMI"
"CB",70,193,4.54,11.5,39,28,6.81,4.27,68,27.6895918367347
"DT",75,308,4.98,NA,NA,NA,NA,NA,205,38.4931555555556
"CB",71,193,4.4,12.5,35,28,6.71,4.18,149,26.9150962110692
"WR",74,217,4.54,12.5,40,24,7.11,4.41,238,27.8581081081081
"RB",70,220,4.54,3,22,22,6.69,4.02,62,31.5632653061224
"CB",72,201,4.37,10,NA,25,6.95,4.32,9,27.2575231481481
"OT",77,316,5.37,17.5,29,46,8.1,4.88,163,37.4680384550514
"OLB",76,241,4.58,9,NA,19,6.84,4.39,6,29.3322368421053
"ILB",72,246,4.81,13,24,28,NA,NA,45,33.3599537037037
"DE",75,262,4.81,11.5,NA,33,7.18,4.51,95,32.7441777777778
"OLB",73,236,4.71,NA,32,29,NA,NA,180,31.1330455995496
"OLB",73,245,4.65,8,20,20,7.49,4.31,66,32.3203227622443
"DE",76,250,4.95,10.5,37,25,NA,NA,81,30.4276315789474
"SS",74,213,4.75,10.5,38,21,6.75,4.16,244,27.3445945945946
"QB",74,227,5.06,17.5,NA,42,7.34,4.53,110,29.1418918918919
"OLB",74,242,4.7,12.5,29,25,7.16,4.39,30,31.0675675675676
"DE",76,264,4.78,NA,28,NA,NA,NA,103,32.1315789473684
"OT",76,306,4.95,15.5,17,50,7.71,4.56,173,37.2434210526316
"WR",74,216,4.42,9,NA,19,NA,NA,29,27.7297297297297
"WR",72,204,4.53,13,41,29,6.91,4.01,128,27.6643518518519
"OLB",73,229,4.75,11,27,28,NA,NA,118,30.2096078063427
"OLB",74,249,4.64,9,21,25,6.98,4.4,231,31.9662162162162
"CB",72,191,4.54,15.5,41,29,6.87,4.18,218,25.9014274691358
"OT",76,307,5.12,17.5,NA,44,7.45,4.63,19,37.3651315789474
"OT",77,302,5.08,16.5,24,35,7.49,4.45,176,35.8080620678023
"FS",72,211,4.56,NA,32,NA,NA,NA,191,28.6136188271605
"RB",72,204,4.63,11,NA,24,NA,NA,151,27.6643518518519
"TE",74,236,4.72,NA,33,NA,NA,NA,85,30.2972972972973
"FS",73,213,4.53,5.5,32,13,6.99,4.22,18,28.098892850441
"QB",75,219,4.76,NA,NA,NA,NA,NA,249,27.3701333333333
"CB",73,210,4.43,5.5,35,15,NA,NA,25,27.7031337962094
"DT",74,294,5.02,14,19,31,NA,NA,13,37.7432432432432
"RB",70,201,4.68,14,NA,29,NA,NA,199,28.8373469387755
"TE",75,242,4.81,15,32,35,7.17,4.43,184,30.2446222222222
"WR",70,199,4.43,9.5,NA,24,7.09,4.22,135,28.5504081632653
"CB",71,191,4.56,13.5,35,31,6.69,4.06,83,26.6361832969649
"WR",67,173,4.58,14,42,30,6.81,4.37,101,27.0926709734908
"C",75,314,4.99,19.5,18,39,7.31,4.74,107,39.2430222222222
"DT",75,299,5.08,NA,NA,NA,NA,NA,44,37.3683555555556
"CB",74,202,4.51,12,40,19,NA,NA,138,25.9324324324324
"OLB",73,257,4.62,NA,NA,NA,NA,NA,129,33.9033589791706
"TE",77,262,4.75,11,27,35,7.36,4.52,106,31.0652723899477
"SS",72,195,4.57,NA,NA,NA,NA,NA,175,26.4438657407407
"CB",72,192,4.36,10.5,35,23,6.9,4.21,36,26.037037037037
"DE",77,250,4.74,NA,NA,NA,NA,NA,146,29.6424354865913
"DT",75,302,5.08,13.5,21,32,7.2,4.39,241,37.7432888888889
"QB",74,218,4.58,12.5,NA,23,NA,NA,39,27.9864864864865
"QB",76,229,4.97,17,NA,35,7.17,4.55,221,27.8717105263158
"DT",73,307,5.15,16,12,40,7.82,4.72,100,40.4993432163633
"RB",68,216,4.55,13,22,25,6.7,4.17,160,32.8391003460208
"FS",72,221,4.69,15.5,28,36,7.06,NA,248,29.9697145061728
"WR",72,194,4.38,12.5,33,23,NA,4.35,144,26.3082561728395
"FS",70,208,4.67,9,32,23,6.7,4.11,57,29.8416326530612
"WR",72,205,4.34,9,33,22,6.76,4.25,174,27.7999614197531
"DE",79,266,4.72,11,35,19,6.89,4.3,132,29.962826470117
"CB",71,192,4.39,11,27,20,6.82,4.06,54,26.7756397540171
"RB",69,214,4.76,16,32,37,7.13,4.5,140,31.5988237765175
"ILB",73,241,4.82,13,NA,34,7.13,4.27,38,31.7926440232689
"OT",77,306,5.08,NA,NA,NA,NA,NA,77,36.2823410355878
"FS",72,208,4.65,11,35,25,NA,NA,119,28.2067901234568
"SS",69,213,4.42,5.5,21,14,NA,4.26,111,31.4511657214871
"RB",67,192,4.42,NA,28,NA,NA,NA,154,30.0681666295389
"OG",75,320,5.11,NA,22,NA,7.45,4.63,86,39.9928888888889
"TE",80,260,4.86,15,32,34,7.09,4.57,133,28.559375
"OG",76,307,5.09,16.5,20,38,7.48,4.69,122,37.3651315789474
"CB",72,190,4.38,8.5,33,22,NA,3.85,22,25.7658179012346
"FS",72,214,4.63,8,34,26,6.78,4.06,15,29.0204475308642
"OT",78,308,5.17,14.5,29,46,7.94,4.91,168,35.5890861275477
"RB",70,228,4.62,NA,NA,NA,NA,NA,194,32.7110204081633
"OG",75,332,5.58,23.5,21,51,7.78,5.1,65,41.4926222222222
"OG",74,317,5.49,NA,NA,37,NA,NA,10,40.6959459459459
"DE",76,265,4.55,7,13,19,NA,NA,188,32.2532894736842
"OG",75,300,5.06,16,25,40,7.77,5,116,37.4933333333333
"OT",77,310,5.29,21.5,NA,44,8.31,5.01,42,36.7566200033732
"CB",70,184,4.51,5.5,35,15,6.82,3.84,114,26.3983673469388
"CB",70,195,4.41,11,35,22,NA,NA,90,27.9765306122449
"DE",75,266,4.83,15,24,36,7.3,4.4,24,33.2440888888889
"WR",71,189,4.45,9,29,27,6.8,4.02,79,26.3572703828605
"SS",72,213,4.57,11,32,23,7.02,4.09,80,28.884837962963
"DT",73,335,5.37,16.5,11,45,8.09,4.91,94,44.1930943891912
"OT",78,318,5.27,NA,NA,NA,NA,NA,89,36.7445759368836
"SS",71,203,4.48,8.5,36,21,NA,4,105,28.309660781591
"DT",75,323,4.94,NA,19,NA,NA,NA,137,40.3678222222222
"RB",68,195,4.48,11,32,29,7.15,4.15,230,29.6464100346021
"DT",76,309,4.94,13,21,36,7.55,4.65,223,37.608552631579
"SS",72,213,4.46,10,24,27,7.01,4.25,84,28.884837962963
"CB",69,181,4.42,5.5,37,19,6.89,4.1,145,26.7261079605125
"DT",75,313,5.03,19.5,22,45,7.93,4.8,28,39.1180444444444
"WR",74,208,4.52,13.5,38,28,7.01,4.32,74,26.7027027027027
"DE",75,260,4.92,13,24,35,NA,NA,179,32.4942222222222
"OLB",73,241,4.57,8,19,23,NA,NA,124,31.7926440232689
"FB",75,251,4.81,NA,27,NA,NA,NA,204,31.3694222222222
"WR",75,194,4.51,11.5,42,25,6.65,4.33,236,24.2456888888889
"QB",74,215,4.95,17.5,NA,35,7.22,4.39,112,27.6013513513514
"OG",76,320,5.22,NA,40,NA,NA,NA,72,38.9473684210526
"SS",71,209,4.44,7,NA,13,NA,4.07,136,29.146399523904
"WR",72,201,4.51,12.5,35,30,7.15,4.47,41,27.2575231481481
"CB",73,195,4.53,10,35,19,6.97,4.12,70,25.7243385250516
"WR",73,195,4.5,15.5,45,30,6.8,4.08,176,25.7243385250516
"WR",73,212,4.56,6.5,35,24,6.82,4.3,53,27.9669731656971
"SS",73,220,4.5,8,NA,24,7.05,4.51,110,29.022330643648
"CB",69,187,4.61,10.5,36,30,NA,4.15,147,27.6120562906952
"TE",77,265,4.74,13,21,29,7.42,4.3,49,31.4209816157868
"WR",68,173,4.26,8,29,25,6.86,4.06,97,26.3016868512111
"OLB",75,252,NA,NA,NA,NA,NA,NA,50,31.4944
"OLB",77,255,4.66,11.5,34,28,6.82,4.19,9,30.2352841963232
"ILB",73,237,4.64,11,27,24,7.24,4.35,156,31.2649652842935
"WR",77,240,4.61,13.5,36,28,7.33,4.39,28,28.4567380671277
"CB",71,195,4.59,5.5,39,25,6.94,4.38,148,27.1940091251736
"SS",70,193,4.71,10.5,34,30,7.08,4.22,152,27.6895918367347
"OG",76,302,4.92,14,27,33,7.37,4.44,35,36.7565789473684
"TE",76,256,4.82,NA,NA,NA,NA,NA,230,31.1578947368421
"RB",74,223,4.63,14,36,26,7.15,4.5,181,28.6283783783784
"OG",75,310,5.18,17,7,38,8.26,4.66,111,38.7431111111111
"ILB",71,248,4.83,15,22,33,7.18,4.27,77,34.5852013489387
"QB",77,232,4.93,13.5,NA,32,7.08,4.21,3,27.5081801315568
"SS",72,204,4.58,11,31,31,7.04,4.31,128,27.6643518518519
"QB",73,222,4.84,15.5,NA,41,7.33,4.23,213,29.2861700131357
"OLB",73,250,4.76,8.5,26,25,7.25,4.3,121,32.9799211859636
"CB",71,197,4.62,11.5,38,24,7.04,4.33,102,27.4729220392779
"QB",74,214,NA,16,NA,34,7.17,4.2,32,27.472972972973
"OT",78,325,5.19,18.5,26,47,8.14,4.69,64,37.5534188034188
"DT",75,306,5.06,12.5,23,41,7.92,4.78,74,38.2432
"FS",71,198,4.42,8,39,28,7.35,NA,79,27.6123784963301
"ILB",73,251,4.86,13,26,31,6.98,4.26,73,33.1118408707075
"WR",70,179,4.34,9.5,NA,28,6.91,4.12,91,25.6810204081633
"WR",76,211,4.42,7,33,23,7.18,4.15,118,25.6809210526316
"SS",73,211,4.49,9.5,30,22,6.96,4.26,27,27.8350534809533
"WR",69,192,4.46,7,29,25,6.77,4.01,218,28.3503465658475
"RB",69,207,4.69,13.5,30,32,7.08,4.38,117,30.5652173913043
"QB",74,214,4.69,11.5,NA,37,NA,4.2,36,27.472972972973
"DT",73,337,5.47,20,17,59,7.89,4.6,165,44.4569337586789
"CB",72,206,4.49,NA,32,NA,NA,NA,219,27.9355709876543
"DE",78,271,4.77,14,27,35,7.26,4.57,88,31.3137738330046
"FS",73,208,4.58,13,38,28,7.16,4.16,21,27.4392944267217
"DE",77,266,4.53,8.5,28,23,7.27,4.43,1,31.5395513577332
"CB",72,191,4.56,9.5,39,25,7.28,4.32,109,25.9014274691358
"CB",71,177,4.51,NA,NA,NA,NA,NA,114,24.6837928982345
"WR",70,189,4.33,10,33,27,6.76,3.81,20,27.1157142857143
"DE",75,273,4.84,14.5,25,39,7.19,4.29,72,34.1189333333333
"CB",71,199,4.52,NA,34,NA,NA,NA,24,27.7518349533823
"CB",73,198,4.59,11,38,14,6.86,4.3,127,26.1200975792832
"CB",71,203,4.41,13.5,32,30,7.15,4.27,195,28.309660781591
"SS",72,212,4.64,14,35,36,7.55,4.5,248,28.7492283950617
"DT",73,285,4.68,14,14,31,7.11,4.39,13,37.5971101519985
"FS",75,190,4.52,12.5,41,29,7.04,4.24,247,23.7457777777778
"OG",76,313,5.42,22,26,46,8.14,4.89,137,38.0953947368421
"DE",76,273,4.92,15,27,33,6.83,4.45,60,33.2269736842105
"DT",74,288,4.93,NA,23,NA,NA,NA,29,36.972972972973
"TE",76,250,4.6,14,25,27,NA,NA,10,30.4276315789474
"OG",76,313,5.25,19,23,48,7.95,4.82,143,38.0953947368421
"WR",69,197,4.45,6.5,34,27,6.69,3.95,106,29.0886368409998
"DT",73,334,5.27,18,24,55,7.81,4.75,107,44.0611747044474
"DE",73,261,4.86,12,21,35,7.67,4.65,210,34.431037718146
"WR",74,225,4.41,NA,30,NA,NA,NA,209,28.8851351351351
"WR",73,213,4.51,11.5,36,25,7.07,4.21,115,28.098892850441
"WR",77,231,4.53,9,37,NA,7.08,4.26,7,27.3896103896104
"CB",72,213,4.59,11,32,30,7.05,4.13,182,28.884837962963
"QB",74,212,4.99,18,NA,44,7.55,4.5,183,27.2162162162162
"DT",75,315,4.98,NA,25,NA,NA,NA,51,39.368
"TE",77,265,4.76,14.5,24,31,7.1,4.26,65,31.4209816157868
"OT",77,323,5.28,22.5,23,50,8.24,5,140,38.298026648676
"DE",74,252,NA,NA,NA,NA,NA,NA,23,32.3513513513513
"OLB",74,248,4.7,10,19,27,NA,NA,126,31.8378378378378
"RB",68,206,4.58,14.5,NA,29,7.11,4.26,103,31.3187716262976
"CB",72,190,4.49,7.5,37,19,6.9,4.19,14,25.7658179012346
"OG",77,316,5.16,21.5,24,49,7.87,5.16,193,37.4680384550514
"RB",71,220,4.49,9.5,NA,31,6.78,4.18,204,30.6804205514779
"CB",72,193,4.38,9.5,38,25,6.62,4.04,87,26.1726466049383
"CB",70,190,4.44,NA,34,NA,NA,NA,188,27.2591836734694
"WR",67,185,4.49,NA,34,NA,NA,NA,244,28.9719313878369
"QB",74,226,4.97,15.5,NA,37,7.04,4.26,62,29.0135135135135
"ILB",71,234,4.91,13,21,31,NA,NA,154,32.6328109502083
"CB",72,202,4.37,10.5,29,21,6.92,NA,8,27.3931327160494
"TE",78,260,4.89,12.5,NA,27,7.42,4.44,99,30.042735042735
"CB",71,194,4.52,9,38,24,6.8,4.34,197,27.0545526681214
"WR",72,199,4.64,10.5,41,28,6.68,4.11,142,26.9863040123457
"RB",72,208,4.67,NA,NA,NA,NA,NA,201,28.2067901234568
"DT",78,310,4.92,10.5,17,33,7.87,4.5,37,35.8201840894149
"CB",70,188,4.5,10.5,34,28,7.14,4.27,216,26.9722448979592
"OG",75,323,5.34,24.5,NA,47,8.26,4.83,179,40.3678222222222
"DE",78,281,4.92,NA,28,NA,NA,NA,141,32.4692636423406
"WR",73,198,4.5,9.5,34,29,7.08,4.2,190,26.1200975792832
"OT",79,331,5.04,22,NA,52,8.15,4.77,237,37.2845697804839
"WR",69,193,4.48,10.5,31,22,6.84,4.27,185,28.498004620878
"RB",73,233,4.56,17,29,34,NA,NA,55,30.7372865453181
"OLB",72,240,4.74,14.5,26,31,7.15,4.45,119,32.5462962962963
"FS",71,196,4.49,10.5,34,29,7.26,4.19,122,27.3334655822257
"WR",71,206,4.51,10.5,35,31,NA,NA,86,28.7280301527475
"RB",72,230,4.62,11.5,30,33,NA,NA,57,31.190200617284
"DT",74,331,5.32,20.5,NA,50,8.29,4.94,83,42.4932432432432
"OG",75,336,5.34,17,19,39,8.25,4.78,81,41.9925333333333
"CB",72,195,4.51,8,36,19,6.75,4,187,26.4438657407407
"ILB",73,254,4.9,NA,NA,NA,NA,NA,203,33.507599924939
"CB",70,180,4.44,7,40,NA,6.81,4.19,184,25.8244897959184
"OT",78,311,5.26,17,27,44,7.42,4.56,19,35.9357330703485
"WR",75,219,4.42,8.5,29,24,6.64,3.98,236,27.3701333333333
"CB",75,218,4.61,4.5,36,19,NA,4.33,58,27.2451555555556
"DT",74,299,5.06,16.5,22,45,NA,4.83,48,38.3851351351351
"C",77,297,5.11,17,23,36,7.4,4.64,173,35.2152133580705
"RB",72,209,4.6,10.5,33,29,NA,NA,222,28.342399691358
"CB",74,200,4.41,7.5,37,23,6.82,4.24,129,25.6756756756757
"DT",76,322,5.35,18.5,24,46,7.73,4.78,112,39.1907894736842
"CB",68,184,4.55,8.5,35,23,7.26,4.4,41,27.9740484429066
"WR",71,198,4.38,7.5,42,25,6.69,3.94,12,27.6123784963301
"OLB",75,249,4.7,16,26,34,7.25,4.32,174,31.1194666666667
"OLB",74,233,4.72,14,33,25,NA,NA,71,29.9121621621622
"OT",79,322,5.59,18.5,28,51,7.71,4.84,44,36.27078993751
"WR",71,205,4.65,17.5,37,37,NA,NA,63,28.5885736956953
"WR",74,215,4.52,NA,26,NA,NA,NA,56,27.6013513513514
"DE",75,251,4.8,11.5,29,34,7.46,4.31,34,31.3694222222222
"CB",69,190,4.48,13,33,27,7.12,4.4,133,28.0550304557866
"WR",72,192,4.52,8,NA,20,NA,4.01,39,26.037037037037
"OG",76,303,5.25,17,28,39,7.57,4.4,246,36.8782894736842
"OT",79,309,4.87,15.5,20,30,7.39,4.49,11,34.8064412754366
"OG",78,311,5.35,19.5,19,47,NA,NA,93,35.9357330703485
"C",75,296,5.24,19,13,NA,NA,NA,161,36.9934222222222
"OG",77,320,5.16,NA,NA,NA,NA,NA,78,37.9423174228369
"TE",77,258,4.82,16.5,21,31,7.38,4.35,155,30.5909934221623
"DE",77,249,4.76,NA,31,NA,NA,NA,150,29.523865744645
"OLB",75,251,4.65,6,26,19,7.08,4.18,5,31.3694222222222
"QB",72,207,4.68,14.5,NA,34,6.75,4.03,22,28.0711805555556
"DE",76,252,4.89,14,35,39,7.08,4.25,108,30.6710526315789
"OG",76,308,5.22,18,20,41,7.65,4.59,16,37.4868421052632
"C",75,320,5.38,NA,26,NA,NA,NA,70,39.9928888888889
"DE",78,272,4.72,10.5,27,18,7.2,4.33,84,31.4293228139382
"RB",68,207,4.5,7.5,NA,21,NA,4.15,75,31.4708044982699
"WR",75,212,4.46,10.5,28,27,6.95,4.18,42,26.4952888888889
"OT",77,308,5.07,15.5,25,42,7.34,4.47,6,36.5194805194805
"QB",75,220,4.94,18,NA,48,7.18,4.34,164,27.4951111111111
"DT",79,352,5.18,25.5,22,50,NA,NA,215,39.6500560807563
"CB",70,196,4.47,NA,NA,NA,NA,NA,80,28.12
"CB",75,211,4.51,7,NA,18,7.29,4.18,116,26.3703111111111
"RB",69,209,4.41,5.5,17,15,6.83,4.12,96,30.8605335013653
"QB",77,224,NA,NA,NA,NA,NA,NA,178,26.5596221959858
"OT",78,309,5.37,20,21,46,7.79,4.64,59,35.7046351084813
"FB",74,247,4.64,NA,NA,NA,NA,NA,245,31.7094594594595
"CB",71,192,4.63,12,NA,30,6.57,4,254,26.7756397540171
"WR",74,221,4.4,6.5,36,15,7.02,4.3,90,28.3716216216216
"DE",77,269,4.84,12.5,26,24,7.41,4.46,198,31.8952605835723
"OT",78,314,5.35,24.5,NA,41,7.93,4.95,66,36.2823800131492
"ILB",74,234,4.65,11,NA,29,7.3,4.4,17,30.0405405405405
"DE",77,250,4.86,10.5,30,29,6.78,4.2,47,29.6424354865913
"QB",72,207,4.84,NA,NA,NA,NA,NA,163,28.0711805555556
"OLB",75,247,4.73,12,28,30,7.31,4.63,166,30.8695111111111
"TE",78,270,4.84,14,22,33,7.57,4.55,52,31.198224852071
"WR",74,198,4.48,13,41,26,6.68,4.32,123,25.4189189189189
"OLB",75,243,4.71,13.5,28,35,7.22,4.2,40,30.3696
"DE",75,310,4.92,NA,NA,NA,NA,NA,177,38.7431111111111
"C",75,306,5.34,20,26,44,7.6,4.46,207,38.2432
"OLB",72,232,4.51,7,21,19,6.92,4.02,132,31.4614197530864
"OLB",75,237,4.65,10.5,28,33,NA,NA,169,29.6197333333333
"CB",71,200,4.45,NA,33,NA,7.04,4.3,225,27.8912914104344
"FS",71,207,4.58,11.5,31,31,NA,NA,18,28.8674866097996
"DT",75,293,NA,NA,13,NA,NA,NA,243,36.6184888888889
"CB",71,189,4.43,NA,27,NA,NA,NA,170,26.3572703828605
"WR",70,163,4.46,5,NA,15,6.63,4.18,240,23.3855102040816
"DT",74,302,4.91,19.5,29,41,7.59,4.58,158,38.7702702702703
"OLB",77,245,4.67,NA,23,NA,NA,NA,233,29.0495867768595
"FS",73,207,4.57,13.5,34,30,NA,NA,162,27.3073747419779
"WR",72,175,4.4,8,NA,23,7.09,NA,45,23.731674382716
"OG",77,329,5.36,20.5,24,56,7.7,4.83,153,39.0094451003542
"C",75,298,5.1,20.5,24,41,7.93,4.63,43,37.2433777777778
"OT",77,332,4.92,17.5,17,34,7.8,4.86,2,39.3651543261933
"WR",75,220,4.6,7,NA,20,7,4,61,27.4951111111111
"CB",71,194,4.39,7.5,32,23,NA,4.04,31,27.0545526681214
"TE",76,257,4.87,14.5,33,31,7.23,4.47,98,31.2796052631579
"DE",74,261,4.91,20.5,32,33,7.8,4.7,249,33.5067567567568
"RB",69,209,4.49,10.5,23,21,6.75,4,54,30.8605335013653
"WR",69,165,4.44,12,NA,25,NA,NA,104,24.3635790800252
"QB",76,228,4.97,19,NA,42,7.33,4.36,135,27.75
"OT",78,301,5.01,22,NA,54,7.62,4.57,95,34.7802432610125
"RB",69,201,4.51,4.5,34,13,NA,NA,186,29.6792690611216
"TE",77,262,4.75,NA,29,NA,NA,NA,38,31.0652723899477
"OLB",73,237,4.58,4,24,17,6.91,4.21,15,31.2649652842935
"OLB",73,253,4.71,7.5,23,25,7.29,4.31,139,33.3756802401952
"RB",72,214,4.48,8.5,32,21,7.16,4.3,69,29.0204475308642
"ILB",74,246,NA,9.5,31,39,NA,NA,253,31.5810810810811
"OLB",73,266,4.66,9,21,26,7.55,4.46,159,35.0906361418653
"DE",75,251,4.66,11,26,26,7.48,4.47,26,31.3694222222222
"OLB",75,218,4.52,14.5,NA,28,NA,NA,144,27.2451555555556
"SS",72,211,4.38,NA,NA,NA,NA,NA,68,28.6136188271605
"OLB",76,250,4.95,14,25,31,6.64,4.15,255,30.4276315789474
"DT",77,309,5.25,15.5,24,44,NA,NA,220,36.6380502614269
"DE",75,287,4.98,NA,NA,NA,NA,NA,160,35.8686222222222
"C",76,315,5.44,NA,NA,NA,NA,NA,105,38.3388157894737
"WR",75,198,4.55,9,NA,23,6.89,4.01,146,24.7456
"OG",76,307,5.04,21,24,45,7.6,4.44,33,37.3651315789474
"SS",71,210,NA,NA,31,NA,NA,NA,167,29.2858559809562
"DT",72,303,5.36,17.5,25,48,7.93,4.82,82,41.0896990740741
"C",77,312,5.28,20,29,52,7.73,4.65,76,36.993759487266
"RB",72,229,4.58,13,31,29,6.88,4.22,138,31.0545910493827
"OG",75,317,5.09,17,14,49,8.13,4.83,100,39.6179555555556
"RB",69,174,4.39,14,41,23,NA,NA,124,25.6925015752993
"CB",69,192,4.52,9,30,22,NA,NA,206,28.3503465658475
"QB",78,248,4.61,10.5,NA,29,7.05,4.18,120,28.6561472715319
"DT",75,304,5.03,17,21,35,7.83,4.76,85,37.9932444444444
"OLB",75,234,4.67,8.5,27,27,6.89,3.96,171,29.2448
"DT",77,304,4.92,NA,18,NA,NA,NA,46,36.0452015516951
"OT",77,315,5.16,18,24,39,7.92,4.71,67,37.3494687131051
"OG",75,310,4.93,18.5,24,NA,NA,NA,92,38.7431111111111
"DE",79,295,4.98,NA,NA,NA,NA,NA,134,33.2294504085884
"OG",75,313,5.31,17,19,45,7.55,4.47,175,39.1180444444444
"SS",72,199,4.47,12,24,30,6.9,4.07,131,26.9863040123457
"CB",69,189,4.38,7,NA,19,6.69,4,25,27.9073724007561
"SS",71,193,4.59,NA,40,NA,NA,NA,30,26.9150962110692
"CB",71,194,4.41,NA,27,NA,NA,NA,101,27.0545526681214
"WR",73,211,4.43,12,33,21,6.95,4.34,4,27.8350534809533
"OG",75,310,5.5,NA,20,NA,NA,NA,89,38.7431111111111
"TE",78,252,4.58,9.5,32,24,7.29,4.44,136,29.1183431952663
"QB",75,218,5,18,NA,47,7.07,4.25,194,27.2451555555556
"RB",69,225,4.56,12.5,33,27,NA,NA,94,33.2230623818526
"CB",71,186,4.63,10,34,26,6.98,4.27,252,25.938901011704
"RB",69,204,4.57,14,26,33,7.05,4.2,130,30.122243226213
"RB",71,230,4.56,8,NA,18,7.27,4.06,113,32.0749851219996
"ILB",73,246,4.66,15.5,24,27,7.11,4.07,151,32.4522424469882
"OG",78,315,5.48,17.5,27,44,7.81,4.86,145,36.3979289940828
"OLB",76,235,4.76,13,NA,31,6.99,4.25,192,28.6019736842105
"RB",69,205,4.6,3.5,25,17,6.79,3.95,54,30.2699012812434
"WR",72,198,4.42,NA,37,NA,NA,NA,20,26.8506944444444
"RB",72,221,4.57,7,30,26,7.1,4.1,149,29.9697145061728
"OLB",73,227,4.55,10,25,26,7.14,4.2,124,29.9457684368549
"WR",68,180,4.43,12,36,26,6.64,4.07,238,27.3659169550173
"RB",72,221,4.53,10.5,38,26,6.96,4.28,125,29.9697145061728
"FS",72,218,4.56,10.5,NA,25,7.09,4.03,142,29.5628858024691
"DE",78,294,4.97,16,NA,36,7.2,4.19,93,33.9714003944773
"ILB",75,243,4.56,9,26,25,7.07,4.03,31,30.3696
"DE",79,292,5.06,12,25,30,7.57,4.53,17,32.8915237942637
"RB",70,212,4.53,9.5,NA,29,7.13,NA,174,30.4155102040816
"OLB",74,236,4.65,NA,27,NA,NA,NA,161,30.2972972972973
"OLB",75,246,4.53,5,14,17,6.91,4.15,8,30.7445333333333
"WR",73,197,4.42,4.5,42,18,6.66,4.15,162,25.9881778945393
"TE",78,252,4.8,13,35,31,6.85,4.32,117,29.1183431952663
"DT",74,293,5.04,NA,NA,NA,NA,NA,180,37.6148648648649
"DT",76,318,5.02,15,29,46,7.5,4.57,100,38.7039473684211
"TE",76,268,5.04,15.5,29,35,7.13,4.23,171,32.6184210526316
"OG",80,355,5.21,22.5,29,50,8.23,4.78,244,38.99453125
"DT",74,319,5.05,16.5,23,49,7.84,4.59,32,40.9527027027027
"OT",76,323,5.08,NA,NA,NA,NA,NA,72,39.3125
"WR",72,205,4.54,9,32,27,7.04,4.11,233,27.7999614197531
"FB",71,242,4.65,13,24,32,7.2,4.34,168,33.7484626066257
"SS",71,208,4.52,NA,26,NA,NA,NA,115,29.0069430668518
"OG",75,313,5.47,NA,23,NA,NA,NA,67,39.1180444444444
"CB",72,196,4.51,6,32,26,7.05,4.07,80,26.579475308642
"DE",75,267,4.79,11.5,22,33,7.17,4.25,212,33.3690666666667
"TE",75,244,4.87,NA,21,NA,7.62,4.7,256,30.4945777777778
"DE",75,271,4.79,7.5,30,29,7.08,4.05,63,33.8689777777778
"WR",70,195,4.51,13,39,34,6.97,4.26,184,27.9765306122449
"OT",77,309,5.14,13.5,27,36,7.68,4.54,110,36.6380502614269
"WR",73,212,4.43,5,26,16,6.98,4.06,87,27.9669731656971
"RB",71,229,4.59,7.5,32,26,NA,NA,138,31.9355286649474
"RB",71,206,4.4,NA,27,NA,NA,NA,73,28.7280301527475
"SS",72,228,4.53,11,NA,27,7.38,4.33,33,30.9189814814815
"CB",73,203,4.48,10,NA,23,6.77,4.27,42,26.7796960030024
"WR",74,213,4.35,1,31,8,7.06,4.3,76,27.3445945945946
"DT",75,293,4.86,17,20,37,7.23,4.37,96,36.6184888888889
"WR",73,211,4.42,13,NA,27,6.71,3.98,4,27.8350534809533
"DT",74,289,4.9,NA,NA,NA,NA,NA,216,37.1013513513513
"WR",68,185,4.56,9,39,32,7.17,4.32,105,28.1260813148789
"CB",71,193,4.38,4.5,37,18,6.94,4.14,50,26.9150962110692
"RB",69,217,4.61,12,32,31,7,4.18,126,32.0417979416089
"WR",74,216,4.49,9.5,26,23,6.86,4.18,186,27.7297297297297
"DT",77,320,5.07,13,NA,44,7.91,4.47,90,37.9423174228369
"DT",74,316,5.18,13,17,42,7.53,4.46,154,40.5675675675676
"ILB",72,235,4.93,18,28,38,NA,4.49,99,31.8682484567901
"OLB",75,260,4.74,16.5,30,47,7.56,4.53,253,32.4942222222222
"WR",72,195,4.46,11,NA,32,7.03,4.32,146,26.4438657407407
"CB",69,196,4.56,10.5,32,34,7.22,4.15,200,28.9409787859693
"OT",78,313,5.31,14,32,46,7.84,4.77,119,36.1668310322156
"WR",70,185,4.33,9,36,25,6.7,4.11,29,26.5418367346939
"CB",70,182,4.5,12.5,40,32,7.2,4.26,164,26.1114285714286
"OG",76,304,5.25,17,21,48,7.99,4.75,114,37
"DE",76,284,5.06,NA,23,NA,NA,NA,193,34.5657894736842
"DE",76,269,4.56,4,NA,9,NA,NA,22,32.7401315789474
"CB",69,192,4.52,NA,NA,NA,NA,NA,241,28.3503465658475
"OLB",75,255,4.77,12,22,27,7.1,4.25,153,31.8693333333333
"C",77,313,5.15,15.5,19,35,7.48,4.63,19,37.1123292292123
"OG",78,353,5.55,16.5,NA,NA,NA,4.77,183,40.7887902695595
"OG",76,323,5.33,19.5,NA,50,NA,4.74,128,39.3125
"OT",78,306,5.01,13.5,24,NA,7.25,4.33,53,35.3579881656805
